fixDuration,resp.keys,resp.corr,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,pracLoop.order,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,frameRate,resp.rt,instResp.keys,instResp.rt,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,mainLoop.order
1.3,left,1,,,,,,,stim/upper.png,stim/congLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.477999926,,,3,0,3,0,1,2,2,0,96,0,1,95
0.6,right,1,,,,,,,stim/both.png,stim/congLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.545000076,,,3,0,3,0,1,2,2,0,96,5,1,95
0.55,left,1,,,,,,,stim/centre.png,stim/incongRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.778000116,,,3,0,3,0,1,2,2,0,96,30,1,95
1.2,left,1,,,,,,,stim/upper.png,stim/incongLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.661000013,,,3,0,3,0,1,2,2,0,96,16,1,95
1.35,right,1,,,,,,,stim/both.png,stim/congRight.png,right,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.477999926,,,3,0,3,0,1,2,2,0,96,9,1,95
1.25,right,0,,,,,,,stim/centre.png,stim/incongLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.477999926,,,3,0,3,0,1,2,2,0,96,18,1,95
1.15,right,1,,,,,,,stim/lower.png,stim/incongLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.695000172,,,3,0,3,0,1,2,2,0,96,20,1,95
1.5,left,1,,,,,,,stim/lower.png,stim/neutralRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.444999933,,,3,0,3,0,1,2,2,0,96,44,1,95
1.2,left,1,,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.512000084,,,3,0,3,0,1,2,2,0,96,34,1,95
1,right,1,,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.611000061,,,3,0,3,0,1,2,2,0,96,38,1,95
1.45,left,1,,,,,,,stim/both.png,stim/neutralLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.479000092,,,3,0,3,0,1,2,2,0,96,33,1,95
0.5,right,1,,,,,,,stim/centre.png,stim/congLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.462000132,,,3,0,3,0,1,2,2,0,96,6,1,95
1.35,right,1,,,,,,,stim/upper.png,stim/neutralRight.png,right,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.545000076,,,3,0,3,0,1,2,2,0,96,40,1,95
1.25,right,1,,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.444999933,,,3,0,3,0,1,2,2,0,96,36,1,95
1.5,left,1,,,,,,,stim/both.png,stim/congLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.461000204,,,3,0,3,0,1,2,2,0,96,1,1,95
0.65,left,1,,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.479000092,,,3,0,3,0,1,2,2,0,96,35,1,95
0.8,right,1,,,,,,,stim/both.png,stim/incongLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.761999846,,,3,0,3,0,1,2,2,0,96,21,1,95
1.25,right,1,,,,,,,stim/centre.png,stim/congRight.png,right,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.628000021,,,3,0,3,0,1,2,2,0,96,10,1,95
1.3,right,1,,,,,,,stim/upper.png,stim/congRight.png,right,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.427999973,,,3,0,3,0,1,2,2,0,96,8,1,95
1.1,left,1,,,,,,,stim/both.png,stim/incongLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.661000013,,,3,0,3,0,1,2,2,0,96,17,1,95
0.85,right,1,,,,,,,stim/upper.png,stim/incongRight.png,right,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.644999981,,,3,0,3,0,1,2,2,0,96,24,1,95
0.65,left,1,,,,,,,stim/blank.png,stim/congRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.462000132,,,3,0,3,0,1,2,2,0,96,15,1,95
0.5,left,1,,,,,,,stim/blank.png,stim/neutralRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.461999893,,,3,0,3,0,1,2,2,0,96,47,1,95
1.1,right,1,,,,,,,stim/both.png,stim/incongRight.png,right,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.661999941,,,3,0,3,0,1,2,2,0,96,25,1,95
1.35,left,1,,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.479000092,,,3,0,3,0,1,2,2,0,96,32,1,95
1.4,left,1,,,,,,,stim/blank.png,stim/incongLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.612000227,,,3,0,3,0,1,2,2,0,96,19,1,95
0.95,right,1,,,,,,,stim/both.png,stim/neutralLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.461999893,,,3,0,3,0,1,2,2,0,96,37,1,95
0.65,left,1,,,,,,,stim/lower.png,stim/incongRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.611999989,,,3,0,3,0,1,2,2,0,96,28,1,95
1.05,left,1,,,,,,,stim/centre.png,stim/congLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.493000031,,,3,0,3,0,1,2,2,0,96,2,1,95
0.8,left,1,,,,,,,stim/lower.png,stim/congRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.494999886,,,3,0,3,0,1,2,2,0,96,12,1,95
0.75,left,0,,,,,,,stim/blank.png,stim/incongLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.444000006,,,3,0,3,0,1,2,2,0,96,23,1,95
0.75,right,1,,,,,,,stim/blank.png,stim/neutralRight.png,right,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.444999933,,,3,0,3,0,1,2,2,0,96,43,1,95
0.4,left,1,,,,,,,stim/both.png,stim/neutralRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.43200016,,,3,0,3,0,1,2,2,0,96,45,1,95
1.55,left,1,,,,,,,stim/both.png,stim/congRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.495000124,,,3,0,3,0,1,2,2,0,96,13,1,95
1.15,right,1,,,,,,,stim/blank.png,stim/congLeft.png,right,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.476999998,,,3,0,3,0,1,2,2,0,96,7,1,95
0.5,right,1,,,,,,,stim/centre.png,stim/neutralRight.png,right,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.562000036,,,3,0,3,0,1,2,2,0,96,42,1,95
0.65,left,1,,,,,,,stim/blank.png,stim/congLeft.png,left,0,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.494999886,,,3,0,3,0,1,2,2,0,96,3,1,95
1.3,left,1,,,,,,,stim/centre.png,stim/congRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.411000013,,,3,0,3,0,1,2,2,0,96,14,1,95
0.95,left,1,,,,,,,stim/both.png,stim/incongRight.png,left,180,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,0.711999893,,,3,0,3,0,1,2,2,0,96,29,1,95
,,,,,,,,,,,,,21,001,2020-04-23_12h31.30.285,ANT,3.1.3,60,,,,3,0,3,0,1,2,,,,,,
